EXERCICIO,DESC_ORGAO,CODIGO_RUBRICA,DESC_RUBRICA,RECEITA_PREVISTA,RECEITA_ARRECADADA,RECEITA_ARRECADADA_JAN,RECEITA_ARRECADADA_FEV,RECEITA_ARRECADADA_MAR,RECEITA_ARRECADADA_ABR,RECEITA_ARRECADADA_MAI,RECEITA_ARRECADADA_JUN,RECEITA_ARRECADADA_JUL,RECEITA_ARRECADADA_AGO,RECEITA_ARRECADADA_SET,RECEITA_ARRECADADA_OUT,RECEITA_ARRECADADA_NOV,RECEITA_ARRECADADA_DEZ
2016,Prefeitura,1325015333,CONV. 729907/2009/MJ - AQUIS. EQUIP.E INSTAL.DE VIDEOMONITORAMENTO - PRONASCI - CVL,0,0,6388 3199999999997,6530 6300000000001,6787 5900000000001,6662 2799999999997,6254 5900000000001,6834 5799999999999,0,0,-39457 989999999998,0,0,0
2016,Prefeitura,1325015397,CONV.24/2012/SEA/RIOAGUAS-PRAIAS DE SAO CONRADO E BICA - SMO,0,473820 82000000012,48888 690000000002,36827 589999999997,41907 730000000003,36516 610000000001,37566 470000000001,39695 510000000002,37922 290000000001,41834 779999999999,38555 650000000001,36904 209999999999,36869 139999999999,40332 150000000001
2016,Prefeitura,1112080101,IMPOSTO SOBRE TRANSMISSAO INTER-VIVOS DE BENS IMOVEIS,662652148,625242094 71000004,36959253 329999998,38637076 980000004,52732414 789999999,45990488 210000001,42656191 460000001,50833845 300000004,51773774 270000003,38916045 909999996,36860701 960000001,52069920 350000001,63834168 660000004,113978213 48999999
2016,Prefeitura,1121990101,TAXA DE FISCALIZACAO DE CEMITERIOS,220596,864226 04999999993,73992 550000000003,65114 25,50059 849999999999,52919 769999999997,59254 389999999999,66525 460000000006,64295 330000000002,58672 980000000003,54021 629999999997,48825 129999999997,52742 860000000001,217801 85000000001
2016,Prefeitura,1325010306,TRANSFERENCIAS DO FNS - INVESTIMENTO,583860,2093977 79,179913 31,179006 62,213371 29000000001,195968 29000000001,177877 03,153216 73999999999,149218 88,164952 51000000001,151991 17000000001,145480 95999999999,154244 51000000001,228736 48000000001
2016,Prefeitura,1325015124,CONV.720350/2009/MDSCF-ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO ESPECIAL-FMAS,0,224947 38,17239 32,16553 470000000001,19380 02,17813 759999999998,18919 48,20029 77,19315 889999999999,21373 66,19670 299999999999,18784 389999999999,18766 540000000001,17100 779999999999
2016,Prefeitura,1325015129,CONV.777960/2012/MDSCF - ESTRUTURACAO DA REDE DE PROTECAO SOCIAL ESPECIAL - AQUIS DE MATER,0,118206 84,9029 2800000000007,8678 6499999999996,10156 879999999999,9255 5400000000009,9792 6700000000001,10397 799999999999,10019 49,11075 639999999999,10179 75,9691 4699999999993,9628 4500000000007,10301 219999999999
2016,Prefeitura,1325015206,RECURSOS DO FCA - OUTRAS RECEITAS PROPRIAS,1655540,1088497 4999999998,144166 48000000001,137805 64000000001,161632 87,138616 57000000001,139330 60000000001,142181 45999999999,132133 59,135214 95000000001,115474 42,97895 75,96308 490000000005,-352263 32000000001
2016,Prefeitura,1325015301,CONV. 1168/1997 - COMENOI - SMH,0,98428 610000000001,7422 0799999999999,7126 8000000000002,8343 7099999999991,7669 3999999999996,8145 4300000000003,8623 4599999999991,8316 1100000000006,9202 0400000000009,8480 7600000000002,8117 5,8109 8000000000002,8871 5200000000004
2016,Prefeitura,1325015303,CONV. S/N/1999/LAMSA - SMO,0,106586 73999999998,8037 2399999999998,7717 5,9035 2700000000004,8305 0599999999995,8820 5699999999997,9338 2000000000007,9005 3799999999992,9964 7399999999998,9183 6800000000003,8790 3099999999995,8781 9599999999991,9606 8299999999999
2016,Prefeitura,1325015511,CONTR. PCRJ/BNDES N.10.2.095-1-PROGRAMA DE MODERNIZACAO ADM.TRIBUTARIA MUNICIPAL - PMATIII,0,640435 70000000007,80086 059999999998,75570 270000000004,91668 259999999995,68526 089999999997,48206 580000000002,45098 68,35347 300000000003,30051 830000000002,17273 150000000001,10318 08,32486 639999999999,105802 75999999999
2016,Prefeitura,1112043102,IRRF-FOLHA DE PAGAMENTO-PODER LEGISLATIVO,81235134,99936045 260000005,484 14999999999998,7774574 1699999999,7646289 1399999997,7611245 0099999998,8363182 8200000003,7675376 46,7708987 5099999998,7804958 29,7762558 8700000001,8286649 7699999996,8305364 7599999998,20996374 309999999
2016,Prefeitura,1121310101,TAXA DE USO DE AREA PUBLICA,6114414,6815018 4399999995,775275 01000000001,192070 30000000002,322408 23999999999,823918 03000000003,251375 63,1262240 23,885872 33000000007,203432 73000000001,249627 63999999998,718073 37,181759 17000000001,948965 76000000001
2016,Prefeitura,1121990102,TAXA DE FISCALIZACAO DE TRANSPORTE DE PASSAGEIROS,12780482,12757100 330000002,452083 83000000002,2430276 02,1593930 29,1131739 75,1262797 02,1244364 8999999999,1173123 3599999999,692470 72999999998,690042 64000000001,998788 29000000004,710883 88,376599 62
2016,Prefeitura,1319010199,OUTRAS RECEITAS IMOBILIARIAS,380985,4313845 2199999997,0,0,0,110 77,110 77,1771 26,867 21000000000004,2522 5599999999999,867 21000000000004,1968 46,1968 46,4303658 5199999996
2016,Prefeitura,1325010313,ASSISTENCIA MATERNO INFANTIL - FMS,167399,9297 3899999999994,701 08000000000004,673 17999999999995,788 13,724 44000000000005,769 39999999999998,814 55999999999995,785 51999999999998,869 21000000000004,801 08000000000004,766 75999999999999,766 03999999999996,837 99000000000001
2016,Prefeitura,1325010318,RECURSOS DO FMS - TAXA DE INSPECAO SANITARIA,4550441,263010 41999999998,5063 1999999999998,4584 8999999999996,6795 1000000000004,14992 48,98318 630000000005,73558 630000000005,31087 889999999999,3308 3299999999999,4751 5200000000004,6545 0900000000001,8237 0200000000004,5767 6300000000001
2016,Prefeitura,1325015106,CARTA ACORDO 4700004170/2007/SENASP/PNUD - CASA LAR DALVA DE OLIVEIRA - FMAS,0,6996 0299999999988,527 53999999999996,506 55000000000001,593 04999999999995,545 12,578 96000000000004,612 92999999999995,591 08000000000004,654 05999999999995,602 78999999999996,576 96000000000004,576 42999999999995,630 55999999999995
2016,Prefeitura,1325015302,CONV.363/1998 - MELHORIAS FISICAS - OPERACIONAIS AV.COM.GUARANYS/SMITHLINE-MRJ-SMO,0,46780 93,3527 5500000000002,3387 21,3965 5799999999999,3645 0900000000001,3871 3499999999999,4098 54,3952 46,4373 5200000000004,4030 7199999999998,3858 0700000000002,3854 4099999999999,4216 4300000000003
2016,Prefeitura,1325015308,CONV. S/N/2000/ERJ - MERCADAO DE MADUREIRA - SMO,0,79090 419999999998,5963 8699999999999,5726 6000000000004,6704 4300000000003,6162 6000000000004,6545 1099999999997,6929 21,6682 25,7394 1199999999999,6814 5500000000002,6522 6700000000001,6516 4700000000003,7128 54
2016,Prefeitura,1325010311,CONV. INSTITUICOES DE ENSINO - PROG. DE QUALIFICACAO PROFISSIONAL - FMS,0,276588 92000000004,28459 639999999999,26659 380000000001,29740 040000000001,23483 73,24937 34,26208 290000000001,24447 34,23128 290000000001,19511 32,18750 720000000001,16645 34,14617 49
2016,Prefeitura,1325015101,TRANSFERENCIAS DO FNAS,1625084,882734 55999999982,80340 679999999993,79293 830000000002,114235 78999999999,81558 119999999995,106395 28999999999,100228 63,73053 830000000002,76977 380000000005,46684 449999999997,41371 800000000003,38507 559999999998,44087 199999999997
2016,Prefeitura,1325015207,RECURSOS DO FUNDET,0,45016 260000000002,3394 48,3259 4400000000001,3815 9899999999998,3507 5900000000001,3725 3099999999999,3943 9400000000001,3803 3600000000001,4208 5500000000002,3878 6700000000001,3712 54,3709 0100000000002,4057 3800000000001
2016,Prefeitura,1325015218,RECURSOS DO FUNDO MUNICIPAL DO IDOSO,3334,2146 1099999999997,152 91,148 83000000000001,176 44,162 19,172 24000000000001,182 36000000000001,177 03999999999999,201 30000000000001,189 06,184 72,188 63,210 38999999999999
2016,Prefeitura,1325015225,RECURSOS DO FUMDC,2358670,474938 8899999999,100903 19,97502 460000000006,101059 3,82163 699999999997,83874 350000000006,66592 990000000005,42315 300000000003,26379 950000000001,21826 77,19402 610000000001,17735 189999999999,-184816 92000000001
2016,Prefeitura,1325015321,CONV.CR 2607.0223644-85/2007 - PAC MORADIA E URBANIZACAO - SMH,0,1253932 01,93404 089999999997,104988 14,104093 64999999999,99145 710000000006,105551 49000000001,103312 03999999999,109046 85000000001,114403 53,99746 710000000006,110689 78,109879 21000000001,99670 809999999998
2016,Prefeitura,1325015335,CONV. SENASP/MJ N.063/2009 - PROJETO ESPACOS URBANOS SEGUROS - PRONASCI - SMH,0,98743 489999999991,7441 46,7130 6300000000001,8381 8199999999997,7697 6700000000001,8156 9499999999998,8628 7700000000004,8329 0699999999997,9229 2199999999993,8522 2999999999993,8149 3599999999997,8142 3699999999999,8933 8700000000008
2016,Prefeitura,1325015379,CONV.747944/2010/MIN.INTEGR.NACIONAL - RECUPERACAO DO PARQUE NACIONAL DA TIJUCA - SMAC,0,100028 23000000001,1338 0999999999999,1282 21,1507 1900000000001,1384 1700000000001,1466 75,1551 5999999999999,1497 7,28735 66,42515 18,13943 74,2291 5799999999999,2514 3499999999999
2016,Prefeitura,1325015390,TC 0351049-89/2011/MIN.CIDADES/CEF - CONTROLE DE CHEIAS DO CANAL DO MANGUE- SMO,0,1757456 0999999999,132926 17000000001,144746 26000000001,139192 82000000001,140962 70000000001,145601 32999999999,143540 39000000001,152095 56,159068 45999999999,144828 95999999999,151706 37,153091 63,149695 45000000001
2016,Prefeitura,1112020102,IMPOSTO TERRITORIAL URBANO,57622563,107090715 53999999,6782113 3099999996,37691731 909999996,6977077 4299999997,5946052 04,7303388 2800000003,7187396 0300000003,6976334 3300000001,6447025 4699999997,6109609 7800000003,6259483 0999999996,6548621 46,2861882 3999999999
2016,Prefeitura,1112043101,IRRF-FOLHA DE PAGAMENTO-PODER EXECUTIVO,696699036,858930255 5,58303553 109999999,67286459 5,54865790 759999998,78479294 790000007,60917588 859999999,59699742 359999999,60805488 060000002,61079791 950000003,60705425 200000003,70517660 299999997,86733439 450000003,139536021 16
2016,Prefeitura,1113050102,IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA-INCENTIVOS FISCAIS-PROJETOS CULTURAIS,53523585,50436811 100000001,5945707 21,11925195 279999999,8967566 7400000002,9392921 7599999998,5990229 6399999997,3252729 6099999999,1569820 3200000001,1119108 2,556512 98999999999,291265 21000000002,290470 29999999999,1135283 8400000001
2016,Prefeitura,1319010104,REMUNERACAO PROVISORIA DE OCUPACAO - F/SPA,138864244,9918050 2999999989,756164 27000000002,900894 56999999995,774837 28000000003,758129 16000000003,1006480 76,828692 15000000002,732682 22999999998,902681 68000000005,793606 96999999997,848866 13,894920 22999999998,720094 87
2016,Prefeitura,1325015120,CONV. 817/MDSCF/2004- PROTECAO SOCIO ASSIST. A PESSOA PORT. DE DEFICIENCIA- FMAS,0,666 18000000000006,137 41,131 94999999999999,154 47,142,100 34999999999999,0,0,0,0,0,0,0
2016,Prefeitura,1325015126,CONV.777101/2012/MDSCF-ESTRUTURACAO DA REDE DE PROTECAO SOCIAL ESPECIAL-AQUISICAO DE MATER,0,109426 51999999999,9880 4400000000005,9496 7600000000002,10863 190000000001,9740 8500000000004,10306 139999999999,10082 93,8389 8600000000006,9260 3299999999999,8511 2800000000007,8103 0200000000004,7904 29,6887 4300000000003
2016,Prefeitura,1325015338,CONV.09.2.0495.1/2009/BNDES-REQUALIF./AMPL.DO SIST.ESGOTO SANITARIO DE VILA KENNEDY - SMO,0,34109 899999999994,1703 54,1635 77,1915 0699999999999,1760 3099999999999,1869 5599999999999,1979 29,1908 74,2112 0799999999999,1946 53,1863 1600000000001,1861 3900000000001,13554 459999999999
2016,Prefeitura,1325015399,CONV.111/2012/MTE/SPPE/CODEFAT-PLANSINE SPERTACOES ORIENT PROF E INT MO E HAB SEG DES-SMTE,0,91944 220000000016,9033 8799999999992,9788 7999999999993,9839 9699999999993,8138 4200000000001,8618 4500000000007,7005 7200000000003,6376 4899999999998,6784 1700000000001,5859 1599999999999,6579 9700000000003,7071 9099999999999,6847 2799999999997
2016,Prefeitura,1325015514,PROGRAMA RELUZ II,0,14137 149999999998,1126 0699999999999,1081 26,1265 9000000000001,1163 5799999999999,1235 8099999999999,1308 3399999999999,1261 7,1396 1199999999999,1286 6900000000001,1231 5699999999999,1230 4000000000001,549 71000000000004
2016,Prefeitura,1325015629,TRANSFERENCIA DO FNDE - TC PAR N 00525/2015 - PROGRAMA PROINFANCIA - INFRAESTRUTURA ESCOLA,0,7463 9800000000005,0,166 31999999999999,610 30999999999995,556 14999999999998,588 41999999999996,624 78999999999996,602 04999999999995,841 35000000000002,877 52999999999997,839 95000000000005,839 13999999999999,917 97000000000003
2016,Prefeitura,1325019971,CONV. TC 416062-57/2013 - VELODROMO - PARQUE OLIMPICO DA BARRA - SMO,0,1287648 2700000003,78807 410000000003,67961 660000000003,59686 230000000003,59891 239999999998,67440 350000000006,107754 46000000001,110328 33,106080 05,116174 14,105883 57000000001,201981 73000000001,205659 10000000001
2016,Prefeitura,1325019978,CONV. TC0437.260-90/2014/CEF-COMPLEXO ESPORTIVO DE DEODORO-RIO 2016-AREA NORTE-SMO,0,1993664 6800000002,43657 349999999999,378854 02000000002,268125 34999999998,12197 030000000001,210743 81,219661 69,227220 82999999999,190322 25,89551 830000000002,78590 300000000003,149376 82000000001,125363 39999999999
2016,Prefeitura,1325019990,CONV. N.017/2012/CEF - RESIDENCIAL DESTRI-TTS PMCMV-SMH,0,16551 59,751 80999999999995,1085 29,1275 7,1515 1900000000001,1847 29,2364 52,1738 8299999999999,2047 6600000000001,1713,1454 4200000000001,570 05999999999995,187 81999999999999
2016,Prefeitura,1600990109,OUTROS SERVISOS-ADMINISTRACAO DIRETA-DREM,0,1142360 96,0,0,0,0,0,0,0,0,0,0,0,1142360 96
2016,Prefeitura,1721013201,COTA-PARTE DO IMPOSTO INCIDENTE SOBRE OPERACOES COM O OURO,135131,564946 84999999998,56138 550000000003,45823 089999999997,84548 380000000005,18607 110000000001,0,0,0,0,0,0,0,359829 71999999997
2016,Prefeitura,1721224004,COTA-PARTE ROYALTIES-COMPENSACAO FINANCEIRA PRODUCAO PETROLEO LEI 9478/97  ART. 49  I  II,0,5409895 9100000001,0,0,0,0,0,0,0,0,0,0,0,5409895 9100000001
2016,Prefeitura,1721335302,VIGILANCIA SANITARIA,0,600000,0,600000,0,0,0,0,0,0,0,0,0,0
2016,Prefeitura,1721335501,QUALIFICACAO DE GESTAO DO SUS,0,176000,76000,0,0,0,0,0,0,0,0,100000,0,0
2016,Prefeitura,1325015607,PREMIO DE CERTAME URBANISTICO,0,135 72999999999999,14 390000000000001,13 82,16 18,14 880000000000001,15 789999999999999,16 719999999999999,16 129999999999999,17 850000000000001,16 440000000000001,15 74,15 73,-37 939999999999998
2016,Prefeitura,1325019813,Conv. 030/2012/CEF - RESIDENCIAL ESTORIL - TTS    PMCMV - SMH,0,14535 909999999998,484 86000000000001,982 24000000000001,1154 5899999999999,1456 3199999999999,1821 77,2220 3800000000001,1613 3499999999999,1803 1800000000001,1304 72,1078 8499999999999,439 35000000000002,176 30000000000001
2016,Prefeitura,1325019815,Conv. 022/2012/CEF - RESIDENCIAL TOLEDO - TTS P   MCMV - SMH,0,18936 509999999998,944 57000000000005,1452 97,1707 9200000000001,1946 4400000000001,2328 4000000000001,2219 0100000000002,2067 6599999999999,2807 5900000000001,1585 8399999999999,1185 72,478 73000000000002,211 66
2016,Prefeitura,1325019816,Conv.025/2012/CEF - RESIDENCIAL VIVENDA DAS OR    QUIDEAS - TTS PMCMV - SMH,0,21021 139999999999,776 89999999999998,1264 24,1486 0699999999999,1679 28,2277 0500000000002,2720 1399999999999,2356 0900000000001,2873 5,2216 02,1811 29,947 52999999999997,613 02999999999997
2016,Prefeitura,1325019985,CONV. N.010/2012/CEF - CONDOMINIO PARK IMPERIAL-TTS PMCMV-SMH,0,13445 329999999998,432 88999999999999,894 92999999999995,1051 95,1213 9200000000001,1460 72,1386 5599999999999,1168 03,1800 5799999999999,1429 3599999999999,1223 05,753 55999999999995,629 77999999999997
2016,Prefeitura,1325019992,CONV. N.019/2012/CEF - RESIDENCIAL RIO BONITO-TTS PMCMV-SMH,0,6321 8400000000001,400 00999999999999,383 30000000000001,450 55000000000001,514 25,615 61000000000001,848 58000000000004,644 29999999999995,798 04999999999995,671 90999999999997,552 51999999999998,304 62,138 13999999999999
2016,Prefeitura,1325019997,CONV. N.026/2012/CEF - RESIDENCIAL VIVENDAS DAS ROSAS-TTS PMCMV-SMH,0,14143 880000000001,487 12,933 28999999999996,1097 0599999999999,1324 1500000000001,1625 8800000000001,1992 23,1501 6800000000001,1786 3699999999999,1488 53,1258 3699999999999,489 76999999999998,159 43000000000001
2016,Prefeitura,1325029981,RENDIMENTOS DE APLICACOES FINANCEIRAS - CONTRAPARTIDA REGULARIZACAO DE OBRAS,0,3985930 7600000002,549265 06999999995,341727 08000000002,357767 07000000001,460056 32000000001,145144 82999999999,61278 360000000001,519460 62,576530 29000000004,364273 89000000001,184067 10999999999,46138 5,380221 62
2016,Prefeitura,1600059902,SERVICOS PRESTADOS DE MEDICINA VETERINARIA E ZOONOSES - FMS,0,572807 69999999995,0,7760 1400000000003,184375 45000000001,-4326 3699999999999,54216 580000000002,56155 540000000001,52395 419999999998,55235 790000000001,50738 739999999998,37880 940000000002,35644 739999999998,42730 730000000003
2016,Prefeitura,1325019807,Conv. 005/2012/CEF - CONDOMINIO TRENTO - TTS PM   CMV - SMH,0,9171 0500000000011,377 45999999999998,673 35000000000002,791 51999999999998,894 75,1066 21,1029 0999999999999,997 13999999999999,1422 77,883 96000000000004,672 07000000000005,260 61000000000001,102 11
2016,Prefeitura,1325019995,CONV. N.023/2012/CEF - RESIDENCIAL VACCARI-TTS PMCMV-SMH,0,11582 92,422 24000000000001,689 08000000000004,809 99000000000001,907 98000000000002,1077 6099999999999,1518 0999999999999,1191 9200000000001,1580 27,1481 9400000000001,1123 25,414 06,366 48000000000002
2016,Prefeitura,1325029952,RENDIMENTOS DE APLICACOES FINANCEIRAS - RECURSOS DO TESOURO - LEI 5553/2013,2803084,3794709 5300000003,194788 38,193554 53,267668 23999999999,386173 89000000001,489849 46999999997,498820 58000000002,467581 16999999998,414679 28000000003,299223 28000000003,258738 82000000001,181773 17000000001,141858 72
2016,Prefeitura,1325030417,RECURSOS DO FECMRJ,8064349,8524638 7400000002,4044091 6699999999,0,0,0,5693822 9299999997,-4044091 6699999999,0,0,1925744 8799999999,905070 93000000005,0,0
2016,Prefeitura,1331990102,OUTORGA DE SERVICOS CEMITERIAIS E FUNERARIOS - CONCESSAO C.CIVIL,0,21497765 550000001,4136329 2599999998,383794 47999999998,501162 34999999998,4158866 8999999999,425243 37,508460 89000000001,462511 54999999999,387479 04999999999,4224670 7300000004,356582 16999999998,5586196 3300000001,366468 46999999997
2016,Prefeitura,1721010301,COTA-PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS- 1% DA COTA ENTREGUE NO MES DE DEZEMBRO,5649644,11992663 539999999,0,0,0,0,0,0,0,0,0,0,0,11992663 539999999
2016,Prefeitura,1721222001,COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS MINERAIS - CEFEM,1811775,1264072 6599999999,127853 13,149985 75,81448 009999999995,158267 41,170703 47,172619 85000000001,94347 529999999999,85447 860000000001,39087 629999999997,75841 710000000006,0,108470 31
2016,Prefeitura,1721335101,PISO DA ATENCAO BASICA FIXO - PAB FIXO,146976669,162527660 58000001,24496111 66,12248055 83,12248055 83,12248055 83,12248055 83,12248055 83,12248055 83,12248055 83,12248055 83,12248055 83,12858055 619999999,14940990 83
2016,Prefeitura,1721335304,PISO FIXO DE VIGILANCIA SANITARIA,3872209,5102204 7600000016,6931221 9800000004,-5640485 5800000001,18627 560000000001,305203 98999999999,952867 08999999997,18627 560000000001,0,934239 53000000003,305203 98999999999,18627 560000000001,37255 120000000003,1220815 96
2016,Prefeitura,1325015307,CONV. S/N/2000/ERJ - CEDAE/RIOAGUAS - SMO,0,5761 5600000000004,434 44999999999999,417 17000000000002,488 41000000000003,448 93000000000001,476 80000000000001,504 76999999999998,486 79000000000002,538 64999999999998,496 42000000000002,475 16000000000003,474 70999999999998,519 29999999999995
2016,Prefeitura,1325015331,CONV.ADAI/MIN.CULT.DA ESPANHA N2008/16-MICROF.DIG.E RECUP.INFORM.-S.INDEP.-ARQ.GERAL-SMC,0,318 20999999999998,23 989999999999998,23 039999999999999,26 98,24 789999999999999,26 34,27 879999999999999,26 879999999999999,29 75,27 420000000000002,26 239999999999998,26 219999999999999,28 68
2016,Prefeitura,1325015391,TC 0351547-11/2011/MIN.CIDADES/CEF - OBRAS DE CONTENCAO DE ENCOSTAS EM AREA DE RISCO- SMO,0,385668 56,35236 160000000003,32149 59,32176 040000000001,32329 34,28297 41,34112 07,34334 519999999997,33237 279999999999,33235 900000000001,32074 639999999999,24766 07,33719 540000000001
2016,Prefeitura,1325015601,TRANSFERENCIAS DO FNDE - SALARIO EDUCACAO - LEI 10832 29/12/2003,58968899,18756242 900000002,3027488 5,2709239 7400000002,3315223 29,2615892 1499999999,2259788 3900000001,1977756 98,1178673 8799999999,834985 89000000001,307072 90000000002,196882 48999999999,128054 14,205184 54999999999
